ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"189.16.7.2","elite","AS4230","BR","Claro S.A","235","Seven - Administracao E Participacao Ltda","4153","socks4","1305","1","2023-04-12T22:08:49.790Z","100","1447","1451"
"177.72.6.18","elite","AS262537","BR","DataSafeIT Soluções em Tecnologia","240","DataSafeIT Soluções em Tecnologia","4145","socks4","1325","1","2023-04-12T22:08:49.790Z","99","1441","1451"
"191.102.135.67","elite","AS394474","US","Webline Services","105","Corporate Network","3128","socks4","1435","1","2023-04-12T22:08:49.402Z","38","527","1388"
"154.64.219.41","anonymous","AS21559","US","OSNET Wireless","143","OSNet Wireless","8888","http","1451","415","2023-04-12T22:08:49.807Z","95","1377","1452"
"101.255.165.126","elite","AS38511","ID","PT Remala Abadi","168","N/A","80","socks4","1645","1","2023-04-12T22:08:48.517Z","99","1334","1345"
"37.139.26.54","elite","AS14061","NL","DigitalOcean, LLC","10","Digital Ocean","3128","http","1416","998","2023-04-12T22:08:48.523Z","100","1410","1410"
"2.57.131.19","elite","AS209202","ES","Centre Integral de Telecomunicacions i Tecnologies de Catalunya S.L","41","Centre Integral de Telecomunicacions i Tecnologies de Catalunya S.L","4145","socks4","1585","1","2023-04-12T22:08:48.519Z","100","1449","1451"
"50.192.49.195","elite","AS7922","US","Comcast Cable Communications","112","Aloha Motor INN","32100","socks4","1473","1","2023-04-12T22:08:48.946Z","75","1096","1452"
"102.134.154.254","elite","AS328399","ZA","Vaal Networking Consultants (PTY) LTD","181","VNC","5678","socks4","1597","1","2023-04-12T22:08:48.519Z","97","1408","1449"
"36.37.104.99","elite","AS4800","ID","LINTASARTA","204","N/A","34040","socks4","1557","1","2023-04-12T22:08:48.520Z","99","1339","1354"
"38.127.179.211","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks4","1379","1","2023-04-12T22:08:48.989Z","100","1384","1385"
"203.30.190.46","elite","AS209242","US","Cloudflare London","2","Umpire Associates LTD","80","socks4","1383","1","2023-04-12T22:08:48.572Z","100","1364","1364"
"175.178.106.77","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","257","Golden-Bridge Netcom communication Co., LTD.","21093","socks4","1425","1","2023-04-12T22:08:48.947Z","87","1265","1451"
"182.16.240.49","elite","AS45298","ID","PT. INTERLINK TECHNOLOGY","167","N/A","30617","socks4","1502","1","2023-04-12T22:08:48.522Z","99","1439","1447"
"103.217.249.253","elite","AS135185","IN","Atoz Infolink Pvt. LTD","201","Atoz Infolink Pvt. Ltd.","5678","socks4","1543","7","2023-04-12T22:08:48.109Z","100","1445","1452"
"75.119.203.166","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32238","socks5","1570","1","2023-04-12T22:08:48.519Z","100","1437","1437"
"180.241.163.79","elite","AS7713","ID","PT. TELKOM INDONESIA","164","N/A","3128","socks4","1489","1","2023-04-12T22:08:48.946Z","81","1166","1441"
"177.206.4.137","elite","AS18881","BR","TELEFÔNICA BRASIL S.A","209","Global Village Telecom","4153","socks4","1520","1","2023-04-12T22:08:48.110Z","99","1323","1337"
"64.64.152.248","elite","AS13807","US","Great Plains Communications LLC","120","Great Plains Communications LLC","39593","socks4","1502","1","2023-04-12T22:08:48.945Z","100","1450","1451"
"159.192.232.226","elite","AS131090","TH","CAT-BB","202","N/A","52335","socks5","1573","1","2023-04-12T22:08:48.945Z","81","1113","1372"
"101.51.105.124","elite","AS23969","TH","TOT Public Company Limited","150","TOT Public Company Limited","4145","socks4","1435","1","2023-04-12T22:08:48.129Z","55","786","1435"
"78.90.252.7","elite","AS20911","BG","Surf.net broadband Blgr","44","N/A","4153","socks4","1425","1","2023-04-12T22:08:48.570Z","99","1410","1420"
"178.32.223.222","elite","AS16276","FR","OVH ISP","5","OVH","8118","http","1556","881","2023-04-12T22:08:48.130Z","100","1452","1452"
"118.174.14.65","elite","AS131293","TH","TOT Public Company Limited","177","TOT Public Company Limited","44336","socks4","1487","1","2023-04-12T22:08:48.523Z","98","1422","1450"
"102.68.78.57","anonymous","AS328490","KE","Unwired Communications Ltd","123","Unwired Communications Ltd","8080","http","1408","889","2023-04-12T22:08:48.990Z","100","1329","1334"
"117.111.251.102","elite","AS9316","KR","DACOM-PUBNETPLUS","291","Pubnetplus","8081","socks4","1544","1","2023-04-12T22:08:48.520Z","96","1346","1409"
"177.104.16.118","elite","AS262624","BR","Inetsafe Comercio De Equipamentos Eletronicos Ltda","197","Inetsafe Comercio De Equipamentos Eletronicos Ltda","14880","socks4","1631","1","2023-04-12T22:08:48.518Z","99","1341","1352"
"103.66.177.169","elite","AS135578","BD","Dhaka Information Tecnology-DIT","170","N/A","32251","socks4","1485","1","2023-04-12T22:08:47.695Z","55","793","1440"
"103.105.40.1","elite","AS137143","IN","Minnal Digital Network Private Limited","160","Minnal Digital Network Private Limited","4145","socks4","1410","1","2023-04-12T22:08:47.235Z","100","1385","1390"
"139.162.156.92","elite","AS63949","DE","Akamai Technologies, Inc.","11","Linode, LLC","7497","socks5","1360","1","2023-04-12T22:08:47.237Z","92","1287","1393"
"139.180.223.81","elite","AS20473","SG","The Constant Company","164","SGP Vultr","26171","socks4","1541","1","2023-04-12T22:08:47.694Z","92","1292","1408"
"66.135.227.181","elite","AS21686","US","SystemMetrics Corporation","329","SystemMetrics Corporation","4145","socks5","1377","1","2023-04-12T22:08:47.672Z","98","1361","1395"
"47.250.57.38","elite","AS45102","MY","Alibaba.com LLC","160","ALICLOUD-MYS","26600","socks4","1466","1","2023-04-12T22:08:47.696Z","72","1025","1431"
"116.199.168.1","elite","AS45661","IN","Capture Network Systems Pvt Ltd","133","CAPTURE","4145","socks4","1543","1","2023-04-12T22:08:47.690Z","98","1349","1373"
"2.139.2.212","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","26","N/A","4145","socks4","1400","1","2023-04-12T22:08:47.671Z","100","1413","1416"
"181.233.95.18","elite","AS271441","BR","J.A TELECOM.PE","155","Ewerton da Silva Lopes","5678","socks4","1444","1","2023-04-12T22:08:47.670Z","98","1425","1452"
